species,wavelength_vac_ang,wavelength_unc_ang,lower_level,upper_level,Aki_s-1,fik,nist_source,q_cm-1,q_source,wl_match_ang,f_q,gamma_s-1
Ni V,1283.9480,0.0220,3d5.(4P).4s 3P J=2,3d5.(4D).4p 3D* J=3,8.40e+08,4.16e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1283.9480,0.0220,3d5.(4F).4s 5F J=4,3d5.(2F1).4p 1G* J=4,2.06e+08,5.66e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1284.1090,0.0040,3d3.(4P).4s 5P J=1,3d3.(2P).4p 1D* J=2,5.60e+08,4.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2596,Hu_et_al_2021,1284.1080,4.6e-02,2.29E+09
Ni V,1284.4770,0.0050,3d5.(4D).4s 5D J=2,3d5.(4D).4p 5F* J=3,4.72e+09,2.34e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2751,Webb_et_al_2025,1284.475,,
Ni V,1284.5570,0.0130,3d5.(4D).4s 5D J=3,3d5.(4D).4p 5F* J=3,1.44e+09,5.10e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1285.8150,0.0130,3d5.(2S).4s 3S J=1,3d5.(2S).4p 3P* J=2,3.92e+09,3.24e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3493,Webb_et_al_2025,1285.806,,
Fe V,1285.9180,0.0040,3d3.(4P).4s 3P J=1,3d3.(2D2).4p 3P* J=1,5.1e+08,4.2e-02,NIST_ASD_v5.12;L3625;T6653c93,3386,Hu_et_al_2021,1285.9150,4.2e-02,7.94E+09
Ni V,1286.1170,0.0050,3d5.(2F1).4s 3F J=3,3d5.(2F1).4p 3F* J=4,3.13e+09,1.11e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1286.4710,0.0130,3d5.(4F).4s 5F J=3,3d5.(2F1).4p 1G* J=4,4.01e+08,1.42e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1287.1010,0.0040,3d3.(4P).4s 5P J=1,3d3.(4P).4p 5S* J=2,5.85e+08,4.8e-02,NIST_ASD_v5.12;L3625;T6653c93,2681,Hu_et_al_2021,1287.1090,4.8e-02,1.35E+09
Ni V,1287.5720,0.0020,3d5.(2D3).4s 3D J=3,3d5.(2D3).4p 3F* J=4,4.83e+09,1.72e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",5009,Webb_et_al_2025,1287.571,,
Ni V,1287.6620,0.0220,3d5.(4F).4s 5F J=1,3d5.(4F).4p 5G* J=2,1.48e+09,1.23e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3412,Webb_et_al_2025,1287.635,,
Ni V,1287.6620,0.0220,3d5.(2D2).4s 1D J=2,3d5.(2D2).4p 1F* J=3,5.29e+09,2.63e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3412,Webb_et_al_2025,1287.635,,
Ni V,1287.8060,0.0050,3d5.(4D).4s 5D J=1,3d5.(4D).4p 5F* J=2,2.53e+09,2.10e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2642,Webb_et_al_2025,1287.807,,
Fe V,1288.1690,0.0040,3d3.(4P).4s 5P J=2,3d3.(2P).4p 1D* J=2,1.0e+09,4.9e-02,NIST_ASD_v5.12;L3625;T6653c93,2387,Hu_et_al_2021,1288.1681,4.9e-02,2.29E+09
Ni V,1288.5240,0.0250,3d5.(2G2).4s 3G J=3,3d5.(4F).4p 3G* J=4,4.39e+08,1.56e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1288.7200,0.0040,3d3.(4P).4s 5P J=2,3d3.(2G).4p 1F* J=3,,,NIST_ASD_v5.12;L3625,3436,Hu_et_al_2021,1288.7231,1.0e-06,3.61E+09
Fe V,1289.5330,0.0040,3d3.(2F).4s 3F J=4,3d3.(2F).4p 1G* J=4,4.0e+07,1.1e-03,NIST_ASD_v5.12;L3625;T6653c93,2798,Hu_et_al_2021,1289.5369,1.1e-03,5.00E+09
Ni V,1289.8340,0.0220,3d5.(2F1).4s 3F J=4,3d5.(2F1).4p 3D* J=3,1.86e+09,5.15e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2368,Webb_et_al_2025,1289.852,,
Ni V,1289.8340,0.0220,3d5.(4D).4s 5D J=0,3d5.(4D).4p 5F* J=1,1.10e+09,2.74e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2368,Webb_et_al_2025,1289.852,,
Ni V,1290.3970,0.0020,3d5.(4D).4s 5D J=2,3d5.(4D).4p 5F* J=2,1.58e+09,7.89e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2290,Webb_et_al_2025,1290.397,,
Ni V,1290.4830,0.0130,3d5.(4D).4s 5D J=3,3d5.(4D).4p 5F* J=2,8.30e+07,2.96e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1290.8760,0.0220,3d5.(2F1).4s 3F J=4,3d5.(4F).4p 5G* J=3,4.35e+08,1.21e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1290.8760,0.0220,3d5.(2F1).4s 3F J=3,3d5.(2D3).4p 3D* J=3,4.24e+08,1.51e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1291.1910,0.0040,3d3.(4P).4s 5P J=2,3d3.(4P).4p 5S* J=2,8.5e+08,4.2e-02,NIST_ASD_v5.12;L3625;T6653c93,2472,Hu_et_al_2021,1291.1881,4.2e-02,1.35E+09
Ni V,1292.0160,0.0220,3d5.(4D).4s 5D J=1,3d5.(4D).4p 5F* J=1,1.07e+09,8.91e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2054,Webb_et_al_2025,1292.002,,
Ni V,1292.0160,0.0220,3d5.(2G2).4s 3G J=4,3d5.(4F).4p 3G* J=4,1.75e+09,4.85e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2054,Webb_et_al_2025,1292.002,,
Fe V,1293.1250,0.0040,3d3.(2F).4s 3F J=3,3d3.(2F).4p 1G* J=4,9.0e+07,3.1e-03,NIST_ASD_v5.12;L3625;T6653c93,2635,Hu_et_al_2021,1293.1270,3.1e-03,5.00E+09
Ni V,1293.1800,0.0050,3d5.(2G2).4s 3G J=3,3d5.(4F).4p 3G* J=3,1.32e+09,4.74e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1293.3050,0.0040,3d3.(2G).4s 3G J=4,3d3.(4P).4p 3D* J=3,6.0e+08,1.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2665,Hu_et_al_2021,1293.3059,1.6e-02,5.62E+09
Fe V,1293.3770,0.0040,3d3.(2G).4s 3G J=3,3d3.(2D2).4p 3F* J=2,9.5e+08,3.4e-02,NIST_ASD_v5.12;L3625;T6653c93,2588,Hu_et_al_2021,1293.3826,3.4e-02,5.92E+09
Ni V,1295.2920,0.0040,3d5.(4P).4s 5P J=3,3d5.(4P).4p 5D* J=3,2.53e+09,9.08e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1295.7620,0.0060,3d5.(4F).4s 5F J=1,3d5.(2D3).4p 3P* J=1,4.05e+06,3.40e-04,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1296.1980,0.0060,3d5.(2G2).4s 3G J=4,3d5.(4F).4p 3G* J=5,1.21e+09,3.38e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3593,Webb_et_al_2025,1296.206,,
Fe V,1297.5470,0.0040,3d3.(4P).4s 5P J=3,3d3.(2P).4p 1D* J=2,1.1e+09,3.9e-02,NIST_ASD_v5.12;L3625;T6653c93,1691,Hu_et_al_2021,1297.5453,3.9e-02,2.29E+09
Ni V,1297.7300,0.0130,3d5.(2D3).4s 1D J=2,3d5.(2F1).4p 3F* J=2,6.85e+08,3.47e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1297.9820,0.0220,3d5.(4P).4s 5P J=2,3d5.(4P).4p 5D* J=3,2.28e+08,1.15e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1297.9820,0.0220,3d5.(2F1).4s 3F J=4,3d5.(2F1).4p 3G* J=3,2.92e+08,8.20e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1298.7320,0.0020,3d5.(2G2).4s 3G J=5,3d5.(2H).4p 3I* J=6,7.54e+09,1.73e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3419,Webb_et_al_2025,1298.732,,
Ni V,1300.2210,0.0060,3d5.(4P).4s 5P J=2,3d5.(4G).4p 5F* J=1,8.58e+07,4.35e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1300.6080,0.0040,3d3.(4P).4s 5P J=3,3d3.(4P).4p 5S* J=2,1.2e+09,4.2e-02,NIST_ASD_v5.12;L3625;T6653c93,1776,Hu_et_al_2021,1300.6095,4.2e-02,1.35E+09
Fe V,1300.8460,0.0040,3d3.(2D1).4s 3D J=1,3d3.(2D1).4p 3P* J=0,1.16e+09,9.8e-02,NIST_ASD_v5.12;L3625;T6653c93,3149,Hu_et_al_2021,1300.8450,9.8e-02,4.15E+09
Ni V,1300.9810,0.0020,3d5.(6S).4s 5S J=2,3d5.(6S).4p 5P* J=1,3.03e+09,1.54e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3504,Webb_et_al_2025,1300.981,,
Ni V,1301.6020,0.0130,3d5.(4D).4s 5D J=2,3d5.(4P).4p 3P* J=1,3.87e+08,1.96e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1302.1770,0.0220,3d5.(2G2).4s 3G J=5,3d5.(4F).4p 3G* J=5,2.33e+09,5.39e-02,"NIST_ASD_v5.12;L3912c164,L21210,c153;T6653c93",,,,,
Ni V,1302.3860,0.0020,3d5.(4P).4s 5P J=3,3d5.(4P).4p 5S* J=2,2.60e+09,9.46e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1302.8350,0.0040,3d5.(4P).4s 3P J=2,3d5.(4P).4p 3D* J=2,6.55e+08,3.34e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1303.0810,0.0040,3d3.(4F).4s 5F J=3,3d3.(4F).4p 3G* J=3,6.e+07,2.2e-03,NIST_ASD_v5.12;L3625;T6653c93,2290,Hu_et_al_2021,1303.0834,2.2e-03,5.05E+09
Ni V,1303.3200,0.0050,3d5.(2F1).4s 3F J=2,3d5.(2F1).4p 3G* J=3,3.72e+09,1.90e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1303.4890,0.0040,3d3.(4F).4s 5F J=5,3d3.(4F).4p 3G* J=5,6.8e+08,1.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2375,Hu_et_al_2021,1303.4853,1.6e-02,4.98E+09
Ni V,1303.9710,0.0050,3d5.(2F2).4s 3F J=2,3d5.(4F).4p 3F* J=2,2.20e+09,1.12e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3194,Webb_et_al_2025,1303.976,,
Fe V,1304.8160,0.0040,3d3.(2D1).4s 3D J=2,3d3.(2D1).4p 3P* J=1,2.3e+09,1.17e-01,NIST_ASD_v5.12;L3625;T6653c93,2979,Hu_et_al_2021,1304.8140,1.2e-01,4.17E+09
Ni V,1304.8690,0.0220,3d5.(2I).4s 3I J=6,3d5.(2I).4p 3I* J=5,1.82e+09,3.57e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1590,Webb_et_al_2025,1304.884,,
Ni V,1304.8690,0.0220,3d5.(2I).4s 3I J=5,3d5.(2I).4p 3I* J=5,6.40e+09,1.48e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1590,Webb_et_al_2025,1304.884,,
Ni V,1304.8690,0.0220,3d5.(2G2).4s 3G J=4,3d5.(2G2).4p 1G* J=4,6.09e+08,1.73e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1590,Webb_et_al_2025,1304.884,,
Ni V,1305.0680,0.0100,3d5.(2F2).4s 3F J=4,3d5.(2G2).4p 3H* J=5,6.29e+08,1.79e-02,"NIST_ASD_v5.12;L21210,L3912,c153;T6653c93",,,,,
Ni V,1305.0680,0.0100,3d5.(4P).4s 5P J=2,3d5.(4P).4p 5S* J=2,1.14e+09,5.79e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1305.7020,0.0040,3d5.(2I).4s 3I J=6,3d5.(2I).4p 3K* J=7,6.27e+09,1.23e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1802,Webb_et_al_2025,1305.704,,
Ni V,1305.7020,0.0040,3d5.(2F1).4s 3F J=4,3d5.(2F1).4p 1G* J=4,2.52e+08,7.16e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1802,Webb_et_al_2025,1305.704,,
Ni V,1305.9360,0.0050,3d5.(2G2).4s 3G J=4,3d5.(2H).4p 3I* J=5,4.30e+09,1.22e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2987,Webb_et_al_2025,1305.941,,
Fe V,1305.9710,0.0040,3d3.(4P).4s 3P J=1,3d3.(2D2).4p 3D* J=2,4.0e+08,3.4e-02,NIST_ASD_v5.12;L3625;T6653c93,3143,Hu_et_al_2021,1305.9674,3.4e-02,6.02E+09
Fe V,1306.0800,0.0040,3d3.(2G).4s 1G J=4,3d3.(2H).4p 1H* J=5,2.4e+09,6.9e-02,NIST_ASD_v5.12;L3625;T6653c93,2541,Hu_et_al_2021,1306.0803,6.9e-02,1.17E+10
Ni V,1306.2410,0.0020,3d5.(2I).4s 3I J=7,3d5.(2I).4p 3K* J=7,7.64e+09,1.30e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1306.6170,0.0220,3d5.(4G).4s 5G J=6,3d5.(4G).4p 5G* J=6,1.26e+10,2.48e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1307.2190,0.0040,3d3.(2D1).4s 3D J=1,3d3.(2D1).4p 3P* J=1,1.1e+09,9.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2862,Hu_et_al_2021,1307.2190,9.6e-02,4.17E+09
Fe V,1307.4240,0.0040,3d3.(2P).4s 1P J=1,3d3.(2P).4p 1P* J=1,2.5e+09,2.2e-01,NIST_ASD_v5.12;L3625;T6653c93,2311,Hu_et_al_2021,1307.4242,2.2e-01,6.80E+09
Ni V,1307.5990,0.0020,3d5.(6S).4s 5S J=2,3d5.(6S).4p 5P* J=2,4.92e+09,2.52e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1384,Webb_et_al_2025,1307.599,,
Ni V,1307.7580,0.0130,3d5.(2S).4s 3S J=1,3d5.(2S).4p 3P* J=1,1.75e+09,1.49e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2244,Webb_et_al_2025,1307.779,,
Ni V,1308.6460,0.0100,3d5.(2F2).4s 3F J=3,3d5.(4F).4p 3F* J=3,1.76e+09,6.46e-02,"NIST_ASD_v5.12;L21210,L3912,c153;T6653c93",,,,,
Ni V,1308.6460,0.0100,3d5.(2H).4s 3H J=4,3d5.(2H).4p 3G* J=3,8.96e+08,2.56e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1308.6460,0.0100,3d5.(4P).4s 3P J=1,3d5.(4P).4p 3D* J=2,2.32e+09,1.99e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1309.1520,0.0130,3d5.(4D).4s 5D J=3,3d5.(4P).4p 3P* J=2,4.68e+08,1.72e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3167,Webb_et_al_2025,1309.137,,
Fe V,1309.5210,0.0040,3d3.(2G).4s 3G J=4,3d3.(2P).4p 3D* J=3,3.9e+08,1.13e-02,NIST_ASD_v5.12;L3625;T6653c93,2992,Hu_et_al_2021,1309.5147,1.1e-02,5.65E+09
Ni V,1309.6600,0.0050,3d5.(4G).4s 5G J=6,3d5.(4G).4p 5G* J=5,1.78e+09,3.53e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1310.0780,0.0020,3d5.(4P).4s 3P J=2,3d5.(4P).4p 3D* J=3,4.21e+09,2.17e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3055,Webb_et_al_2025,1310.078,,
Ni V,1310.0780,0.0020,3d5.(4P).4s 3P J=2,3d5.(4D).4p 5D* J=1,1.68e+08,8.65e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3055,Webb_et_al_2025,1310.078,,
Ni V,1310.2570,0.0020,3d5.(4F).4s 3F J=4,3d5.(4F).4p 3G* J=5,6.25e+09,1.79e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1310.7510,0.0040,3d3.(2P).4s 3P J=1,3d3.(2D2).4p 3P* J=0,7.e+06,6.e-04,NIST_ASD_v5.12;L3625;T6653c93,3286,Hu_et_al_2021,1310.7510,6.0e-04,8.06E+09
Ni V,1310.8230,0.0220,3d5.(4F).4s 3F J=4,3d5.(4F).4p 3G* J=3,5.19e+08,1.49e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1310.8230,0.0220,3d5.(2D3).4s 3D J=2,3d5.(2D3).4p 1D* J=2,5.10e+08,2.62e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1311.1110,0.0020,3d5.(2G2).4s 3G J=5,3d5.(2G2).4p 1G* J=4,2.37e+09,5.55e-02,"NIST_ASD_v5.12;L21210,L3912,c153;T6653c93",2135,Webb_et_al_2025,1311.111,,
Ni V,1311.1110,0.0020,3d5.(4G).4s 5G J=5,3d5.(4G).4p 5G* J=5,8.93e+09,2.09e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2135,Webb_et_al_2025,1311.111,,
Fe V,1311.2390,0.0040,3d3.(4P).4s 3P J=2,3d3.(2D2).4p 3D* J=3,7.42e+08,3.8e-02,NIST_ASD_v5.12;L3625;T6653c93,2389,Hu_et_al_2021,1311.2378,3.8e-02,5.88E+09
Ni V,1311.5590,0.0020,3d5.(2H).4s 3H J=5,3d5.(2H).4p 3H* J=6,3.22e+09,7.54e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3747,Webb_et_al_2025,1311.557,,
Fe V,1311.8280,0.0040,3d3.(2P).4s 1P J=1,3d3.(2D2).4p 1D* J=2,2.2e+09,1.9e-01,NIST_ASD_v5.12;L3625;T6653c93,1616,Hu_et_al_2021,1311.8290,1.9e-01,1.01E+10
Ni V,1312.0310,0.0100,3d5.(2D3).4s 1D J=2,3d5.(2D3).4p 1F* J=3,2.38e+09,1.23e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1312.7100,0.0220,3d5.(2I).4s 3I J=6,3d5.(2I).4p 3K* J=6,5.36e+09,1.06e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1412,Webb_et_al_2025,1312.728,,
Ni V,1312.7100,0.0220,3d5.(2I).4s 3I J=5,3d5.(2I).4p 3K* J=6,6.90e+09,1.62e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1412,Webb_et_al_2025,1312.728,,
Ni V,1312.7100,0.0220,3d5.(4G).4s 5G J=5,3d5.(4G).4p 5G* J=4,2.10e+09,4.93e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1412,Webb_et_al_2025,1312.728,,
Ni V,1313.3060,0.0020,3d5.(4G).4s 5G J=4,3d5.(4G).4p 5G* J=4,6.60e+09,1.90e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2056,Webb_et_al_2025,1313.306,,
Fe V,1313.5850,0.0040,3d3.(4P).4s 3P J=0,3d3.(2D2).4p 3D* J=1,2.6e+08,6.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2507,Hu_et_al_2021,1313.5851,6.6e-02,6.17E+09
Ni V,1314.3330,0.0200,3d5.(4G).4s 5G J=4,3d5.(4G).4p 5G* J=3,1.79e+09,5.15e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2096,Webb_et_al_2025,1314.304,,
Ni V,1314.3330,0.0200,3d5.(4G).4s 5G J=3,3d5.(4G).4p 5G* J=3,4.86e+09,1.80e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2096,Webb_et_al_2025,1314.304,,
Ni V,1314.3330,0.0200,3d5.(2H).4s 1H J=5,3d5.(2H).4p 1I* J=6,8.72e+09,2.05e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2096,Webb_et_al_2025,1314.304,,
Fe V,1314.5290,0.0040,3d3.(2G).4s 3G J=3,3d3.(2P).4p 3D* J=2,6.0e+07,2.2e-03,NIST_ASD_v5.12;L3625;T6653c93,2920,Hu_et_al_2021,1314.5256,2.2e-03,5.21E+09
Ni V,1314.6870,0.0100,3d5.(4P).4s 5P J=3,3d5.(4G).4p 5F* J=4,7.61e+08,2.82e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1314.6870,0.0100,3d5.(4G).4s 5G J=2,3d5.(4G).4p 5G* J=2,3.64e+09,1.88e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1314.9490,0.0250,3d5.(4G).4s 5G J=3,3d5.(4G).4p 5G* J=2,1.06e+09,3.92e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3908,Webb_et_al_2025,1314.916,,
Ni V,1314.9490,0.0250,3d5.(2D3).4s 3D J=3,3d5.(2D3).4p 3F* J=3,2.65e+09,9.84e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3908,Webb_et_al_2025,1314.916,,
Ni V,1315.2730,0.0050,3d5.(2D3).4s 3D J=1,3d5.(2D3).4p 1D* J=2,1.25e+09,1.08e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1315.6680,0.0020,3d5.(4D).4s 3D J=1,3d5.(4D).4p 3F* J=2,3.22e+09,2.78e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3216,Webb_et_al_2025,1315.668,,
Ni V,1315.9790,0.0130,3d5.(4P).4s 3P J=1,3d5.(4D).4p 5D* J=1,2.88e+08,2.49e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1316.3110,0.0130,3d5.(2F1).4s 1F J=3,3d5.(2F1).4p 3F* J=2,4.62e+08,1.71e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1316.9150,0.0220,3d5.(2D3).4s 3D J=2,3d5.(2D3).4p 3F* J=3,2.52e+09,1.31e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3000,Webb_et_al_2025,1316.912,,
Ni V,1316.9150,0.0220,3d5.(4D).4s 3D J=2,3d5.(4D).4p 3F* J=2,1.08e+09,5.60e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3000,Webb_et_al_2025,1316.912,,
Ni V,1317.0380,0.0220,3d5.(2H).4s 3H J=4,3d5.(2H).4p 3G* J=4,4.71e+08,1.36e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1317.0380,0.0220,3d5.(4P).4s 3P J=2,3d5.(4D).4p 5D* J=2,6.70e+08,3.48e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1317.4440,0.0020,3d5.(2I).4s 1I J=6,3d5.(2I).4p 1K* J=7,1.36e+10,2.72e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3366,Webb_et_al_2025,1317.445,,
Fe V,1317.8620,0.0040,3d3.(2D1).4s 3D J=2,3d3.(2D1).4p 3P* J=2,1.4e+09,7.0e-02,NIST_ASD_v5.12;L3625;T6653c93,,,,,
Ni V,1317.9650,0.0050,3d5.(2F1).4s 1F J=3,3d5.(2F1).4p 3G* J=4,1.92e+09,7.14e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1318.1520,0.0020,3d5.(4P).4s 5P J=3,3d5.(4G).4p 5F* J=3,2.53e+09,9.44e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2903,Webb_et_al_2025,1318.151,,
Fe V,1318.3540,0.0070,3d3.(2G).4s 3G J=3,3d3.(2H).4p 3H* J=4,1.6e+09,6.0e-02,NIST_ASD_v5.12;L3625;T6653c93,3660,Hu_et_al_2021,1318.3505,6.0e-02,5.99E+09
Fe V,1318.3540,0.0070,3d3.(4P).4s 3P J=1,3d3.(2D2).4p 3D* J=1,6.6e+08,5.8e-02,NIST_ASD_v5.12;L3625;T6653c93,3660,Hu_et_al_2021,1318.3505,6.0e-02,5.99E+09
Ni V,1318.3630,0.0050,3d5.(4D).4s 3D J=2,3d5.(4D).4p 3F* J=3,5.27e+09,2.75e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3268,Webb_et_al_2025,1318.354,,
Ni V,1318.5110,0.0020,3d5.(6S).4s 5S J=2,3d5.(6S).4p 5P* J=3,6.67e+09,3.48e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2643,Webb_et_al_2025,1318.511,,
Ni V,1318.9230,0.0130,3d5.(2F2).4s 3F J=2,3d5.(4F).4p 3D* J=1,5.91e+08,3.08e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1319.1580,0.0020,3d5.(2H).4s 3H J=5,3d5.(2H).4p 3G* J=4,2.72e+09,6.44e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1319.7480,0.0050,3d5.(2G2).4s 1G J=4,3d5.(4F).4p 3F* J=4,2.77e+09,8.03e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2949,Webb_et_al_2025,1319.752,,
Ni V,1320.2030,0.0130,3d5.(4F).4s 3F J=4,3d5.(2H).4p 3I* J=5,5.08e+08,1.47e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1320.3120,0.0040,3d3.(2D1).4s 3D J=1,3d3.(2D1).4p 3P* J=2,1.3e+08,1.2e-02,NIST_ASD_v5.12;L3625;T6653c93,,,,,
Fe V,1320.4100,0.0040,3d3.(2H).4s 3H J=4,3d3.(2H).4p 3G* J=3,6.4e+09,1.9e-01,NIST_ASD_v5.12;L3625;T6653c93,2419,Hu_et_al_2021,1320.4116,1.9e-01,8.00E+09
Ni V,1320.7150,0.0020,3d5.(4D).4s 3D J=3,3d5.(4D).4p 3F* J=4,7.34e+09,2.74e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2378,Webb_et_al_2025,1320.715,,
Ni V,1320.8990,0.0050,3d5.(4P).4s 5P J=2,3d5.(4G).4p 5F* J=3,8.82e+08,4.60e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2650,Webb_et_al_2025,1320.901,,
Ni V,1321.2550,0.0050,3d5.(4P).4s 5P J=3,3d5.(4P).4p 5D* J=2,1.02e+09,3.81e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2976,Webb_et_al_2025,1321.251,,
Fe V,1321.3410,0.0040,3d3.(2G).4s 3G J=4,3d3.(2H).4p 3H* J=5,2.5e+09,7.2e-02,NIST_ASD_v5.12;L3625;T6653c93,2588,Hu_et_al_2021,1321.3424,7.2e-02,5.78E+09
